,Alimento,Descricao,Grupo,Calorias,Carboidratos,Proteinas,Gorduras,FonteDeCarboidratos,IG
1452,Egg,"Egg, chicken, whole, cooked, poached",Dairy and Egg Products,145,0.981,11.8,10.012,0,
1453,Egg,"Egg, chicken, whole, cooked, scrambled or omelet",Dairy and Egg Products,153,3.0469999999999997,10.388,11.394,0,
1454,Egg,"Egg, chicken, whole, fresh or frozen, raw",Dairy and Egg Products,145,0.9812,11.7995,10.012,0,
1455,Egg,"Egg, chicken, yolk, cooked",Dairy and Egg Products,351,3.363,15.895999999999999,32.679,0,
1456,Egg,"Egg, chicken, yolk, dried",Dairy and Egg Products,679,2.1,33.73,58.13,0,
1457,Egg,"Egg, chicken, yolk, fresh or frozen, raw",Dairy and Egg Products,366,0.5266,15.895999999999999,32.6787,0,
1458,Egg,"Egg, duck, whole, fresh, raw",Dairy and Egg Products,186,1.45,12.81,13.77,0,
1459,Egg,"Egg, goose, whole, fresh, raw",Dairy and Egg Products,185,1.35,13.87,13.27,0,
1460,Egg,"Egg, quail, whole, fresh, raw",Dairy and Egg Products,159,0.41,13.05,11.09,0,
1461,Egg,"Egg, turkey, whole, fresh, raw",Dairy and Egg Products,171,1.15,13.68,11.88,0,
1462,Eggnog,"Eggnog, 7% M.F., Canadian product, 4% to 8% M.F.",Dairy and Egg Products,88,8.05,4.55,4.19,1,70.0
1463,Kefir,"Kefir, (2-3.9% M.F.)",Dairy and Egg Products,63,4.25,3.5,3.6,1,36.0
1464,Kefir,"Kefir, fruit flavours, low fat (0.5-1.9% M.F.)",Dairy and Egg Products,60,9.51,2.71,1.36,1,36.0
1465,Kefir,"Kefir, plain, low fat (0.5-1.9% M.F.)",Dairy and Egg Products,37,3.0,3.09,1.42,0,36.0
1466,Milk,"Milk, condensed, sweetened, canned",Dairy and Egg Products,321,54.4,7.91,8.7,1,34.0
1467,Milk,"Milk, dry whole",Dairy and Egg Products,496,38.42,26.32,26.71,1,34.0
1468,Milk,"Milk, dry, buttermilk, sweet cream",Dairy and Egg Products,387,49.0,34.3,5.78,1,34.0
1469,Milk,"Milk, dry, skim, powder, instant",Dairy and Egg Products,358,52.19,35.1,0.72,1,34.0
1470,Milk,"Milk, dry, skim, powder, regular",Dairy and Egg Products,363,51.98,36.16,0.77,1,34.0
1471,Milk,"Milk, evaporated, partly skimmed, canned, undiluted, 2% M.F.",Dairy and Egg Products,92,11.022,7.365,2.0,1,34.0
1472,Milk,"Milk, evaporated, skim, canned, undiluted, 0.2% M.F.",Dairy and Egg Products,78,11.35,7.55,0.2,1,34.0
1473,Milk,"Milk, evaporated, whole, canned, undiluted, 7.8% M.F.",Dairy and Egg Products,134,10.04,6.81,7.8,1,34.0
1474,Milk,"Milk, fluid, buttermilk, cultured, 1% M.F.",Dairy and Egg Products,40,4.79,3.31,0.88,1,34.0
1475,Milk,"Milk, fluid, buttermilk, cultured, 2% M.F.",Dairy and Egg Products,56,5.3,4.1,2.0,1,34.0
1476,Milk,"Milk, fluid, buttermilk, cultured, whole",Dairy and Egg Products,62,4.88,3.21,3.31,1,34.0
1477,Milk,"Milk, fluid, chocolate, partly skimmed, 1% M.F.",Dairy and Egg Products,71,12.6,3.24,1.0,1,34.0
1478,Milk,"Milk, fluid, chocolate, partly skimmed, 2% M.F.",Dairy and Egg Products,77,12.13,2.99,1.9,1,34.0
1479,Milk,"Milk, fluid, chocolate, whole",Dairy and Egg Products,83,10.34,3.17,3.39,1,34.0
1480,Milk,"Milk, fluid, goat, enriched, whole",Dairy and Egg Products,69,4.45,3.56,4.14,1,34.0
1481,Milk,"Milk, fluid, goat, unenriched, whole",Dairy and Egg Products,69,4.45,3.56,4.14,1,34.0
1482,Milk,"Milk, fluid, human (breast milk), mature",Dairy and Egg Products,70,6.89,1.03,4.38,1,34.0
1483,Milk,"Milk, fluid, partly skimmed, 1% M.F.",Dairy and Egg Products,42,4.99,3.37,0.97,1,34.0
1484,Milk,"Milk, fluid, partly skimmed, 2% M.F.",Dairy and Egg Products,50,4.8,3.3,1.98,1,34.0
1485,Milk,"Milk, fluid, sheep, whole",Dairy and Egg Products,108,5.36,5.98,7.0,0,34.0
1486,Milk,"Milk, fluid, skim",Dairy and Egg Products,34,4.96,3.37,0.08,1,34.0
1487,Milk,"Milk, fluid, whole, pasteurized, homogenized, 3.25% M.F.",Dairy and Egg Products,61,4.8,3.15,3.25,1,34.0
1488,Milk,"Milk, fluid, whole, producer, 3.7% M.F.",Dairy and Egg Products,64,4.65,3.28,3.66,1,34.0
1489,Whey,"Whey, acid, dry",Dairy and Egg Products,339,73.45,11.73,0.54,1,45.0
1490,Whey,"Whey, acid, fluid",Dairy and Egg Products,24,5.12,0.76,0.09,1,45.0
1491,Whey,"Whey, sweet, dry",Dairy and Egg Products,353,74.46,12.93,1.07,1,45.0
1492,Whey,"Whey, sweet, fluid",Dairy and Egg Products,27,5.14,0.85,0.36,1,45.0
1493,Whipped cream substitute,"Whipped cream substitute, dietetic, powder, prepared",Dairy and Egg Products,100,10.6,0.9,6.0,1,70.0
1494,Yogourt beverage,"Yogourt beverage, fruit flavoured",Dairy and Egg Products,75,13.31,2.62,1.42,1,63.0
1495,Yogourt beverage,"Yogourt beverage, fruit flavoured, with added Vitamin D",Dairy and Egg Products,75,13.31,2.62,1.42,1,63.0
1496,Yogourt beverage,"Yogourt beverage, vanilla flavoured",Dairy and Egg Products,63,10.34,2.62,1.28,1,63.0
1497,Yogourt beverage,"Yogourt beverage, vanilla flavoured, with added Vitamin D",Dairy and Egg Products,63,10.34,2.62,1.28,1,63.0
1498,Yogourt parfait,"Yogourt parfait, with fruit and granola, reduced fat yogourt",Dairy and Egg Products,84,15.86,3.36,1.01,1,35.0
1499,Yogourt,"Yogourt, coffee flavoured (2-3.9% M.F.)",Dairy and Egg Products,91,13.83,4.39,2.1,1,35.0
1500,Yogourt,"Yogourt, coffee flavoured, Balkan style (4-6% M.F.)",Dairy and Egg Products,91,12.21,3.45,3.28,1,35.0
1501,Yogourt,"Yogourt, coffee flavoured, rich/Mediterranean style (6-9% M.F.)",Dairy and Egg Products,131,13.89,3.76,6.94,1,35.0
1502,Yogourt,"Yogourt, fruit flavoured (2-3.9% M.F.)",Dairy and Egg Products,92,13.19,3.86,2.84,1,35.0
1503,Yogourt,"Yogourt, fruit flavoured (2-3.9% M.F.), with added Vitamin D",Dairy and Egg Products,92,13.19,3.86,2.84,1,35.0
1504,Yogourt,"Yogourt, fruit flavoured, artificially sweetened, fat free (0-0.5% M.F.), with added Vitamin D",Dairy and Egg Products,40,6.25,3.7,0.02,1,35.0
1505,Yogourt,"Yogourt, fruit flavoured, Balkan style (4-6% M.F.)",Dairy and Egg Products,95,13.15,2.74,3.67,1,35.0
1506,Yogourt,"Yogourt, fruit flavoured, fat free (0-0.5% M.F.)",Dairy and Egg Products,81,16.33,3.93,0.06,1,35.0
1507,Yogourt,"Yogourt, fruit flavoured, fat free (0-0.5% M.F.), with added fibre and Vitamin D",Dairy and Egg Products,74,14.14,4.15,0.23,1,35.0
1508,Yogourt,"Yogourt, fruit flavoured, fat free, with added Vitamin D (0-0.5% M.F.)",Dairy and Egg Products,81,16.33,3.93,0.06,1,35.0
1509,Yogourt,"Yogourt, fruit flavoured, fresh cheese-type, miniature size, with added Vitamin D",Dairy and Egg Products,87,11.34,5.06,2.47,1,35.0
1510,Yogourt,"Yogourt, fruit flavoured, low fat (0.5-1.9% M.F.)",Dairy and Egg Products,75,12.66,3.71,1.15,1,35.0
1511,Yogourt,"Yogourt, fruit flavoured, low fat, lactose reduced (0.5-1.9% M.F.)",Dairy and Egg Products,67,11.54,3.73,0.75,1,35.0
1512,Yogourt,"Yogourt, fruit flavoured, low fat, with added omega-3 from flax (0.5-1.9% M.F.)",Dairy and Egg Products,82,14.2,3.62,1.26,1,35.0
1513,Yogourt,"Yogourt, fruit flavoured, low fat, with added vitamin D (0.5-1.9% M.F.)",Dairy and Egg Products,75,12.66,3.91,1.15,1,35.0
1514,Yogourt,"Yogourt, fruit flavoured, rich/Mediterranean style (6-9% M.F.)",Dairy and Egg Products,132,15.9,3.46,6.29,1,35.0
1515,Yogourt,"Yogourt, fruit flavoured, tubes, vitamin D added",Dairy and Egg Products,77,11.78,3.33,1.94,1,35.0
1516,Yogourt,"Yogourt, fruit flavoured, with added calcium and vitamin D (2-3.9% M.F.)",Dairy and Egg Products,19,13.47,3.28,1.46,1,35.0
1517,Yogourt,"Yogourt, fruit flavoured, with added fibre (2-3.9% M.F.)",Dairy and Egg Products,95,15.34,3.83,2.21,1,35.0
1518,Yogourt,"Yogourt, goat, fruit flavoured",Dairy and Egg Products,98,13.94,5.24,2.49,1,35.0
1519,Yogourt,"Yogourt, goat, fruit flavoured, with added fibre",Dairy and Egg Products,98,13.94,5.24,2.49,1,35.0
1520,Yogourt,"Yogourt, goat, plain",Dairy and Egg Products,74,6.52,6.38,2.41,1,35.0
1521,Yogourt,"Yogourt, goat, plain, with added fibre",Dairy and Egg Products,74,6.52,6.38,2.41,1,35.0
1522,Yogourt,"Yogourt, goat, vanilla flavoured",Dairy and Egg Products,104,15.76,5.6,2.12,1,35.0
1523,Yogourt,"Yogourt, goat, vanilla flavoured, with added fibre",Dairy and Egg Products,104,15.76,5.6,2.12,1,35.0
1524,Yogourt,"Yogourt, Greek style, fruit flavoured, fat free (0-0.5% M.F.)",Dairy and Egg Products,83,11.78,8.68,0.040999999999999995,1,35.0
1525,Yogourt,"Yogourt, Greek style, plain, 2% M.F.",Dairy and Egg Products,69,4.0,9.714,2.0,0,35.0
1526,Yogourt,"Yogourt, Greek style, plain, fat free (0-0.5% M.F.)",Dairy and Egg Products,58,3.21,10.53,0.04,0,35.0
1527,Yogourt,"Yogourt, Greek style, plain, rich (8-12% M.F.)",Dairy and Egg Products,172,10.63,6.6,11.72,0,35.0
1528,Yogourt,"Yogourt, Greek style, sweetened, rich (8-12% M.F.) with Vitamin D added",Dairy and Egg Products,139,12.27,3.3,7.48,1,35.0
1529,Yogourt,"Yogourt, Greek style, vanilla flavoured, fat free (0-0.5% M.F.)",Dairy and Egg Products,79,9.17,10.15,0.04,0,35.0
1530,Yogourt,"Yogourt, plain (2-3.9% M.F.)",Dairy and Egg Products,50,3.4,4.6,1.98,0,35.0
1531,Yogourt,"Yogourt, plain, Balkan style (4-6% M.F.)",Dairy and Egg Products,71,4.37,3.15,4.667,0,35.0
1532,Yogourt,"Yogourt, plain, fat free (0-0.5% MF)",Dairy and Egg Products,38,4.67,4.64,0.05,1,35.0
1533,Yogourt,"Yogourt, plain, fat free, with added Vitamin D (0-0.5% MF)",Dairy and Egg Products,38,4.67,4.64,0.05,1,35.0
1534,Yogourt,"Yogourt, plain, fresh cheese-type (quark), fat free,  no salt added",Dairy and Egg Products,64,3.49,11.23,0.239,0,35.0
1535,Yogourt,"Yogourt, plain, low fat (0.5-1.9% M.F.)",Dairy and Egg Products,42,4.47,4.24,0.79,1,35.0
1536,Yogourt,"Yogourt, plain, low fat, lactose reduced (0.5-1.9% M.F.)",Dairy and Egg Products,42,3.59,4.59,0.98,0,35.0
1537,Yogourt,"Yogourt, plain, rich/Mediterranean style  (6-9% M.F.)",Dairy and Egg Products,114,6.53,4.25,8.08,0,35.0
1538,Yogourt,"Yogourt, plain, rich/Mediterranean style  (6-9% M.F.), Vitamin D added",Dairy and Egg Products,114,6.53,4.25,8.08,0,35.0
1539,Yogourt,"Yogourt, plain, sweetened (2-3.9% M.F)",Dairy and Egg Products,79,9.53,4.58,2.59,1,35.0
1540,Yogourt,"Yogourt, soy, fruit flavoured",Dairy and Egg Products,82,13.13,3.82,1.71,1,35.0
1541,Yogourt,"Yogourt, soy, fruit flavoured, with added fibre",Dairy and Egg Products,69,8.38,4.28,2.06,1,35.0
1542,Yogourt,"Yogourt, soy, plain",Dairy and Egg Products,68,9.78,3.72,1.65,1,35.0
1543,Yogourt,"Yogourt, soy, vanilla flavoured",Dairy and Egg Products,86,14.06,3.76,1.76,1,35.0
1544,Yogourt,"Yogourt, soy, vanilla flavoured, with added fibre",Dairy and Egg Products,64,6.5,4.51,2.2,1,35.0
1545,Yogourt,"Yogourt, vanilla flavoured (2-3.9% M.F.)",Dairy and Egg Products,88,11.61,4.22,2.83,1,35.0
1546,Yogourt,"Yogourt, vanilla flavoured, artificially sweetened, fat free (0-0.5% M.F.), with added Vitamin D",Dairy and Egg Products,35,4.77,3.7,0.03,1,35.0
1547,Yogourt,"Yogourt, vanilla flavoured, Balkan style (4-6% M.F.)",Dairy and Egg Products,96,12.68,3.44,3.05,1,35.0
1548,Yogourt,"Yogourt, vanilla flavoured, fat free (0-0.5% M.F.)",Dairy and Egg Products,64,10.89,4.72,0.13,1,35.0
1549,Yogourt,"Yogourt, vanilla flavoured, fat free, with added Vitamin D and A (0-0.5% M.F.)",Dairy and Egg Products,64,10.89,4.72,0.13,1,35.0
1550,Yogourt,"Yogourt, vanilla flavoured, low fat (0.5-1.9% M.F.)",Dairy and Egg Products,76,12.93,3.77,1.07,1,35.0
1551,Yogourt,"Yogourt, vanilla flavoured, low fat, with added vitamin D (0.5-1.9% M.F.)",Dairy and Egg Products,76,12.93,3.77,1.07,1,35.0
1552,Yogourt,"Yogourt, vanilla flavoured, rich/Mediterranean style (6-9% M.F.)",Dairy and Egg Products,131,13.42,3.77,7.15,1,35.0
1553,Yogourt,"Yogourt, vanilla flavoured, with added calcium and vitamin D (2-3.9% M.F.)",Dairy and Egg Products,81,13.63,3.37,1.61,1,35.0
1554,Yogourt,"Yogourt, vanilla flavoured, with added Vitamin D (2-3.9% M.F.)",Dairy and Egg Products,88,11.61,4.22,2.83,1,35.0
1555,Yogourt,"Yogourt, with crunchy granola/cereal topping",Dairy and Egg Products,121,19.12,5.03,2.91,1,35.0
1556,Fast food,"Fast food, biscuit",Fast Foods,370,42.82,7.08,18.92,1,45.0
1557,Fast food,"Fast food, quesadilla, chicken",Fast Foods,294,24.04,15.05,15.25,1,45.0
1558,Fast foods,"Fast foods, breakfast, bagel, with breakfast steak, egg, cheese, and condiments",Fast Foods,283,22.99,15.95,14.07,1,35.0
1559,Fast foods,"Fast foods, breakfast, bagel, with egg, sausage patty, cheese, and condiments",Fast Foods,295,22.64,12.98,16.97,1,35.0
1560,Fast foods,"Fast foods, breakfast, bagel, with ham, egg and cheese",Fast Foods,253,27.43,13.97,9.68,1,35.0
1561,Fast foods,"Fast foods, breakfast, biscuit with egg",Fast Foods,274,23.46,8.53,16.23,1,35.0
1562,Fast foods,"Fast foods, breakfast, biscuit with egg and bacon",Fast Foods,305,19.06,11.33,20.73,0,35.0
1563,Fast foods,"Fast foods, breakfast, biscuit with egg and ham",Fast Foods,233,16.37,10.64,14.08,1,35.0
1564,Fast foods,"Fast foods, breakfast, biscuit with egg and sausage",Fast Foods,312,21.05,11.13,20.77,1,35.0
1565,Fast foods,"Fast foods, breakfast, biscuit with egg and steak",Fast Foods,277,14.37,12.12,19.21,0,35.0
1566,Fast foods,"Fast foods, breakfast, biscuit with egg, cheese and bacon",Fast Foods,301,24.44,12.01,17.48,1,35.0
1567,Fast foods,"Fast foods, breakfast, biscuit with ham",Fast Foods,342,38.75,11.85,16.3,1,35.0
1568,Fast foods,"Fast foods, breakfast, biscuit with sausage",Fast Foods,371,29.99,9.67,24.42,1,35.0
1569,Fast foods,"Fast foods, breakfast, croissant with egg and cheese",Fast Foods,304,22.45,10.07,19.45,1,35.0
1570,Fast foods,"Fast foods, breakfast, croissant with egg, cheese and bacon",Fast Foods,320,18.33,12.58,21.98,0,35.0
1571,Fast foods,"Fast foods, breakfast, croissant with egg, cheese and ham",Fast Foods,296,11.84,12.45,22.09,0,35.0
1572,Fast foods,"Fast foods, breakfast, croissant with egg, cheese and sausage",Fast Foods,308,15.9,12.09,21.78,0,35.0
1573,Fast foods,"Fast foods, breakfast, english muffin with butter",Fast Foods,300,48.19,7.73,9.14,1,35.0
1574,Fast foods,"Fast foods, breakfast, english muffin with cheese and sausage",Fast Foods,338,25.28,13.28,20.67,1,35.0
1575,Fast foods,"Fast foods, breakfast, english muffin with egg, cheese and bacon",Fast Foods,228,21.67,13.64,9.66,1,35.0
1576,Fast foods,"Fast foods, breakfast, english muffin with egg, cheese and sausage",Fast Foods,286,17.44,13.38,18.1,0,35.0
1577,Fast foods,"Fast foods, breakfast, french toast sticks",Fast Foods,340,41.21,6.0,17.74,1,35.0
1578,Fast foods,"Fast foods, breakfast, french toast with butter",Fast Foods,264,26.7,7.66,13.9,1,35.0
1579,Fast foods,"Fast foods, breakfast, potatoes, hashed brown",Fast Foods,272,28.88,2.58,17.04,1,35.0
1580,Fast foods,"Fast foods, brownie",Fast Foods,405,64.95,4.57,16.84,1,35.0
1581,Fast foods,"Fast foods, chicken tenders, breaded",Fast Foods,271,17.25,19.22,13.95,0,35.0
1582,Fast foods,"Fast foods, corn dog, wiener/sausage with cornflour coating",Fast Foods,263,31.88,9.6,10.8,1,35.0
1583,Fast foods,"Fast foods, dessert, animal crackers",Fast Foods,446,75.33,6.18,13.43,1,35.0
1584,Fast foods,"Fast foods, dessert, burrito with fruit (apple or cherry)",Fast Foods,312,47.27,3.38,12.87,1,35.0
1585,Fast foods,"Fast foods, dessert, cookies, chocolate chip",Fast Foods,423,65.86,5.25,22.08,1,35.0
1586,Fast foods,"Fast foods, dessert, ice cream, light, vanilla, soft serve with cone",Fast Foods,163,26.36,4.24,4.86,1,35.0
1587,Fast foods,"Fast foods, dessert, sundae, caramel",Fast Foods,196,31.81,4.71,5.98,1,35.0
1588,Fast foods,"Fast foods, dessert, sundae, hot fudge",Fast Foods,180,30.17,3.57,5.46,1,35.0
1589,Fast foods,"Fast foods, dessert, sundae, strawberry",Fast Foods,175,29.18,4.09,5.13,1,35.0
1590,Fast foods,"Fast foods, egg and sausage griddlecake sandwich",Fast Foods,319,31.25,8.41,17.76,1,35.0
1591,Fast foods,"Fast foods, egg, cheese and bacon griddlecake sandwich",Fast Foods,272,26.19,12.03,13.19,1,35.0
1592,Fast foods,"Fast foods, egg, cheese and sausage griddlecake sandwich",Fast Foods,291,22.04,10.77,17.73,1,35.0
1593,Fast foods,"Fast foods, egg, scrambled",Fast Foods,212,2.08,13.84,16.18,0,35.0
1594,Fast foods,"Fast foods, entree, chicken, breaded and fried, boneless, plain",Fast Foods,307,14.93,15.92,20.36,0,35.0
1595,Fast foods,"Fast foods, entree, chicken, breaded and fried, breast, meat and skin with breading",Fast Foods,230,6.03,23.51,12.44,0,35.0
1596,Fast foods,"Fast foods, entree, chicken, breaded and fried, breast, meat only, skin and breading removed",Fast Foods,153,0.0,27.93,4.54,0,35.0
1597,Fast foods,"Fast foods, entree, chicken, breaded and fried, dark meat (drumstick or thigh)",Fast Foods,291,10.61,20.32,18.04,0,35.0
1598,Fast foods,"Fast foods, entree, chicken, breaded and fried, drumstick, meat and skin with breading",Fast Foods,267,7.59,21.13,16.92,0,35.0
1599,Fast foods,"Fast foods, entree, chicken, breaded and fried, drumstick, meat only, skin and breading removed",Fast Foods,172,0.0,26.24,7.41,0,35.0
1600,Fast foods,"Fast foods, entree, chicken, breaded and fried, light meat (breast or wing)",Fast Foods,303,12.01,21.91,18.11,0,35.0
1601,Fast foods,"Fast foods, entree, chicken, breaded and fried, skin and breading from all pieces",Fast Foods,398,19.56,14.11,29.22,0,35.0
1602,Fast foods,"Fast foods, entree, chicken, breaded and fried, thigh, meat and skin with breading",Fast Foods,274,8.68,19.23,18.07,0,35.0
1603,Fast foods,"Fast foods, entree, chicken, breaded and fried, thigh, meat only, skin and breading removed",Fast Foods,178,0.24,23.21,9.41,0,35.0
1604,Fast foods,"Fast foods, entree, chicken, breaded and fried, wing, meat and skin with breading",Fast Foods,310,11.19,21.14,20.09,0,35.0
1605,Fast foods,"Fast foods, entree, chicken, breaded and fried, wing, meat only, skin and breading removed",Fast Foods,215,2.13,28.77,10.2,0,35.0
1606,Fast foods,"Fast foods, entree, chili con carne",Fast Foods,101,8.67,9.73,3.27,0,35.0
1607,Fast foods,"Fast foods, entree, clams, breaded and fried",Fast Foods,392,33.75,11.15,22.96,1,35.0
1608,Fast foods,"Fast foods, entree, crab cake",Fast Foods,266,8.52,18.75,17.25,0,35.0
1609,Fast foods,"Fast foods, entree, fish fillet, battered or breaded, fried",Fast Foods,232,16.97,14.66,12.29,1,35.0
1610,Fast foods,"Fast foods, entree, oysters, battered or breaded, fried",Fast Foods,265,28.69,9.02,12.9,1,35.0
1611,Fast foods,"Fast foods, entree, salad, vegetable, no dressing",Fast Foods,16,3.22,1.25,0.07,1,35.0
1612,Fast foods,"Fast foods, entree, salad, vegetable, no dressing, with cheese and egg",Fast Foods,47,2.19,4.04,2.67,0,35.0
1613,Fast foods,"Fast foods, entree, salad, vegetable, no dressing, with chicken",Fast Foods,48,1.71,8.0,1.0,0,35.0
1614,Fast foods,"Fast foods, entree, salad, vegetable, no dressing, with pasta and seafood",Fast Foods,91,7.67,3.94,5.0,1,35.0
1615,Fast foods,"Fast foods, entree, salad, vegetable, no dressing, with shrimp",Fast Foods,45,2.8,6.15,1.05,0,35.0
1616,Fast foods,"Fast foods, entree, salad, vegetable, no dressing, with turkey, ham and cheese",Fast Foods,82,1.45,7.98,4.93,0,35.0
1617,Fast foods,"Fast foods, entree, scallops, breaded and fried",Fast Foods,268,26.73,10.94,13.47,1,35.0
1618,Fast foods,"Fast foods, entree, shrimp, breaded and fried",Fast Foods,308,27.99,7.84,18.9,1,35.0
1619,Fast foods,"Fast foods, hot dog with chili",Fast Foods,260,27.45,11.85,11.79,1,35.0
1620,Fast foods,"Fast foods, hot dog, plain",Fast Foods,247,18.4,10.6,14.84,1,35.0
1621,Fast foods,"Fast foods, mexican, burrito with beans",Fast Foods,206,32.92,6.48,6.22,1,35.0
1622,Fast foods,"Fast foods, mexican, burrito with beans and beef",Fast Foods,191,19.52,11.52,7.47,1,35.0
1623,Fast foods,"Fast foods, mexican, burrito with beans and cheese",Fast Foods,205,31.23,7.35,6.05,1,35.0
1624,Fast foods,"Fast foods, mexican, burrito with beans and chili peppers",Fast Foods,202,28.47,8.03,7.19,1,35.0
1625,Fast foods,"Fast foods, mexican, burrito with beans, cheese and beef",Fast Foods,180,23.37,7.03,6.8,1,35.0
1626,Fast foods,"Fast foods, mexican, burrito with beans, cheese and chili peppers",Fast Foods,197,25.35,9.91,6.84,1,35.0
1627,Fast foods,"Fast foods, mexican, burrito with beef",Fast Foods,238,26.6,12.09,9.46,1,35.0
1628,Fast foods,"Fast foods, mexican, burrito with beef and chili peppers",Fast Foods,212,24.6,10.7,8.23,1,35.0
1629,Fast foods,"Fast foods, mexican, burrito with beef, cheese and chili",Fast Foods,208,20.96,13.46,8.15,1,35.0
1630,Fast foods,"Fast foods, mexican, chimichanga with beef",Fast Foods,244,24.6,11.27,11.31,1,35.0
1631,Fast foods,"Fast foods, mexican, chimichanga with beef and cheese",Fast Foods,242,21.49,10.96,12.81,1,35.0
1632,Fast foods,"Fast foods, mexican, chimichanga with beef and red chili",Fast Foods,223,24.09,9.53,10.07,1,35.0
1633,Fast foods,"Fast foods, mexican, chimichanga with beef, cheese and red chili peppers",Fast Foods,202,21.26,8.15,9.75,1,35.0
1634,Fast foods,"Fast foods, mexican, enchilada with cheese",Fast Foods,196,17.51,5.91,11.56,1,35.0
1635,Fast foods,"Fast foods, mexican, enchilada with cheese and beef",Fast Foods,168,15.87,6.21,9.19,1,35.0
1636,Fast foods,"Fast foods, mexican, enchirito with cheese, beef and beans",Fast Foods,178,17.51,9.27,8.33,1,35.0
1637,Fast foods,"Fast foods, mexican, frijoles (pinto beans) with cheese",Fast Foods,135,17.19,6.81,4.66,1,35.0
1638,Fast foods,"Fast foods, mexican, nachos with cheese",Fast Foods,343,34.91,4.32,21.5,1,35.0
1639,Fast foods,"Fast foods, mexican, nachos with cheese, beans, ground beef and tomatoes",Fast Foods,219,21.39,6.21,12.48,1,35.0
1640,Fast foods,"Fast foods, mexican, taco salad",Fast Foods,141,11.91,6.68,7.46,1,35.0
1641,Fast foods,"Fast foods, mexican, taco salad with chili con carne",Fast Foods,111,10.18,6.67,5.03,1,35.0
1642,Fast foods,"Fast foods, mexican, taco with beef, cheese and lettuce, hard shell",Fast Foods,226,19.85,8.86,12.7,1,35.0
1643,Fast foods,"Fast foods, mexican, taco with beef, cheese and lettuce, soft",Fast Foods,206,20.23,9.25,9.75,1,35.0
1644,Fast foods,"Fast foods, mexican, taco with chicken, cheese and lettuce, soft",Fast Foods,189,19.69,13.3,6.35,1,35.0
1645,Fast foods,"Fast foods, mexican, tostada with beans and cheese",Fast Foods,155,18.42,6.67,6.85,1,35.0
1646,Fast foods,"Fast foods, mexican, tostada with beans, beef and cheese",Fast Foods,148,13.18,7.15,7.53,1,35.0
1647,Fast foods,"Fast foods, mexican, tostada with beef and cheese",Fast Foods,193,13.97,11.65,10.03,1,35.0
1648,Fast foods,"Fast foods, mexican, tostada with guacamole",Fast Foods,138,12.27,4.78,8.91,1,35.0
1649,Fast foods,"Fast foods, Miniature cinnamon rolls",Fast Foods,403,53.38,7.02,17.95,1,35.0
1650,Fast foods,"Fast foods, pizza, cheese and pepperoni, regular crust",Fast Foods,282,31.98,11.74,11.91,1,35.0
1651,Fast foods,"Fast foods, pizza, cheese and pepperoni, thick crust",Fast Foods,287,31.84,11.49,12.58,1,35.0
1652,Fast foods,"Fast foods, pizza, cheese and vegetables, regular crust",Fast Foods,244,25.38,11.02,10.9,1,35.0
1653,Fast foods,"Fast foods, pizza, cheese, meat (pepperoni, ground beef and sausage) and vegetables, regular crust",Fast Foods,182,16.206,7.922000000000001,9.541,1,35.0
1654,Fast foods,"Fast foods, pizza, cheese, meat and vegetable, regular crust, frozen, cooked",Fast Foods,276,25.14,11.28,14.43,1,35.0
1655,Fast foods,"Fast foods, pizza, cheese, meat and vegetable, rising crust, frozen, cooked",Fast Foods,271,28.78,12.63,11.75,1,35.0
1656,Fast foods,"Fast foods, pizza, cheese, regular crust",Fast Foods,266,33.33,11.39,9.69,1,35.0
1657,Fast foods,"Fast foods, pizza, cheese, regular crust, frozen, cooked",Fast Foods,268,29.02,10.36,12.28,1,35.0
1658,Fast foods,"Fast foods, pizza, cheese, rising crust, frozen, cooked",Fast Foods,260,32.91,12.37,8.78,1,35.0
1659,Fast foods,"Fast foods, pizza, cheese, thick crust",Fast Foods,271,33.17,10.81,10.54,1,35.0
1660,Fast foods,"Fast foods, pizza, cheese, thin crust",Fast Foods,302,31.2,12.85,13.95,1,35.0
1661,Fast foods,"Fast foods, pizza, pepperoni, thin crust",Fast Foods,331,29.0,14.01,17.61,1,35.0
1662,Fast foods,"Fast foods, pizza, sausage, regular crust",Fast Foods,280,30.62,11.5,12.35,1,35.0
1663,Fast foods,"Fast foods, pizza, sausage, thin crust",Fast Foods,321,27.0,13.36,17.71,1,35.0
1664,Fast foods,"Fast foods, sandwiches and burgers, cheeseburger, large, double patty, with condiments",Fast Foods,272,14.43,16.96,16.22,0,35.0
1665,Fast foods,"Fast foods, sandwiches and burgers, cheeseburger, large, double patty, with condiments and vegetables",Fast Foods,273,15.37,14.72,16.92,0,35.0
1666,Fast Foods,"Fast Foods, sandwiches and burgers, cheeseburger, large, double patty, with condiments, vegetables and mayonnaise",Fast Foods,253,12.62,15.5,15.63,0,
1667,Fast foods,"Fast foods, sandwiches and burgers, cheeseburger, large, single patty, plain",Fast Foods,310,24.07,17.29,15.97,1,35.0
1668,Fast foods,"Fast foods, sandwiches and burgers, cheeseburger, large, single patty, with bacon and condiments",Fast Foods,282,18.89,15.78,15.86,1,35.0
1669,Fast foods,"Fast foods, sandwiches and burgers, cheeseburger, large, single patty, with condiments",Fast Foods,269,19.72,15.21,14.4,1,35.0
